"","ostreatus1 Last (mV)","ostreatus2 Last (mV)","pleurotus1 Last (mV)","pleurotus2 Last (mV)"
"1674657769.804","3.90","6.61","7.86","4.50"
"1674657769.864","3.91","6.56","7.86","4.60"
"1674657769.924","3.92","6.52","7.86","4.69"
"1674657769.984","3.92","6.48","7.85","4.79"
"1674657770.044","3.93","6.43","7.85","4.88"
"1674657770.104","3.92","6.43","7.86","4.78"
"1674657770.164","3.91","6.43","7.87","4.67"
"1674657770.224","3.90","6.43","7.88","4.56"
"1674657770.284","3.89","6.43","7.89","4.46"
"1674657770.344","3.90","6.41","7.88","4.47"
"1674657770.404","3.91","6.39","7.88","4.49"
"1674657770.464","3.92","6.36","7.88","4.51"
"1674657770.524","3.93","6.34","7.88","4.53"
"1674657770.584","3.94","6.37","7.86","4.60"
"1674657770.644","3.95","6.40","7.85","4.68"
"1674657770.704","3.96","6.43","7.83","4.76"
"1674657770.764","3.97","6.46","7.81","4.83"
"1674657770.824","3.99","6.50","7.79","4.91"
"1674657770.884","3.98","6.51","7.81","4.79"
"1674657770.944","3.97","6.52","7.82","4.67"
"1674657771.004","3.96","6.53","7.83","4.55"
"1674657771.064","3.96","6.54","7.84","4.44"
"1674657771.124","3.97","6.50","7.85","4.49"
"1674657771.184","3.99","6.47","7.85","4.54"
"1674657771.244","4.00","6.43","7.86","4.59"
"1674657771.304","4.02","6.39","7.87","4.64"
"1674657771.364","4.01","6.44","7.84","4.70"
"1674657771.424","4.00","6.49","7.82","4.76"
"1674657771.484","3.98","6.53","7.79","4.83"
"1674657771.544","3.97","6.58","7.77","4.89"
"1674657771.604","3.97","6.59","7.79","4.79"
"1674657771.664","3.96","6.60","7.80","4.69"
"1674657771.724","3.95","6.60","7.82","4.60"
"1674657771.784","3.95","6.61","7.84","4.50"
"1674657771.844","3.94","6.62","7.86","4.40"
"1674657771.904","3.96","6.57","7.84","4.47"
"1674657771.964","3.97","6.53","7.83","4.55"
"1674657772.024","3.99","6.49","7.81","4.62"
"1674657772.084","4.01","6.45","7.79","4.69"
"1674657772.144","4.00","6.54","7.78","4.70"
"1674657772.204","3.99","6.63","7.77","4.71"
"1674657772.264","3.98","6.72","7.76","4.72"
"1674657772.324","3.98","6.81","7.75","4.73"
"1674657772.384","3.97","6.82","7.78","4.64"
"1674657772.444","3.96","6.83","7.82","4.56"
"1674657772.504","3.96","6.83","7.86","4.47"
"1674657772.564","3.95","6.84","7.90","4.39"
"1674657772.624","3.97","6.75","7.88","4.48"
"1674657772.684","3.98","6.66","7.87","4.58"
"1674657772.744","3.99","6.57","7.85","4.68"
"1674657772.804","4.00","6.47","7.83","4.77"
"1674657772.864","4.01","6.52","7.83","4.70"
"1674657772.924","4.02","6.57","7.83","4.63"
"1674657772.984","4.03","6.62","7.82","4.56"
"1674657773.044","4.04","6.67","7.82","4.48"
"1674657773.104","4.03","6.65","7.83","4.47"
"1674657773.164","4.01","6.62","7.84","4.46"
"1674657773.224","4.00","6.59","7.85","4.45"
"1674657773.284","3.98","6.57","7.85","4.43"
"1674657773.344","4.01","6.58","7.84","4.54"
"1674657773.404","4.03","6.59","7.83","4.65"
"1674657773.464","4.05","6.60","7.82","4.75"
"1674657773.524","4.08","6.61","7.81","4.86"
"1674657773.584","4.04","6.67","7.92","4.43"
"1674657773.644","4.04","6.63","7.93","4.47"
"1674657773.704","4.03","6.59","7.93","4.52"
"1674657773.764","4.02","6.54","7.93","4.56"
"1674657773.824","4.01","6.50","7.93","4.61"
"1674657773.884","4.01","6.53","7.90","4.69"
"1674657773.944","4.00","6.56","7.87","4.76"
"1674657774.004","4.00","6.59","7.83","4.84"
"1674657774.064","4.00","6.62","7.80","4.92"
"1674657774.124","3.99","6.58","7.84","4.78"
"1674657774.184","3.98","6.55","7.88","4.64"
"1674657774.244","3.97","6.52","7.91","4.50"
"1674657774.304","3.96","6.49","7.95","4.37"
"1674657774.364","3.97","6.47","7.93","4.42"
"1674657774.424","3.98","6.45","7.91","4.47"
"1674657774.484","3.99","6.43","7.89","4.52"
"1674657774.544","4.01","6.41","7.87","4.57"
"1674657774.604","4.02","6.39","7.87","4.63"
"1674657774.664","4.02","6.37","7.87","4.69"
"1674657774.724","4.03","6.35","7.87","4.75"
"1674657774.784","4.04","6.34","7.87","4.81"
"1674657774.844","4.05","6.32","7.87","4.87"
"1674657774.904","4.04","6.36","7.88","4.75"
"1674657774.964","4.03","6.41","7.90","4.63"
"1674657775.024","4.01","6.46","7.91","4.51"
"1674657775.084","4.00","6.50","7.92","4.39"
"1674657775.144","4.01","6.45","7.92","4.43"
"1674657775.204","4.01","6.39","7.91","4.47"
"1674657775.264","4.02","6.33","7.91","4.51"
"1674657775.324","4.02","6.27","7.90","4.55"
"1674657775.384","4.02","6.33","7.89","4.59"
"1674657775.444","4.02","6.39","7.87","4.63"
"1674657775.504","4.01","6.45","7.86","4.67"
"1674657775.564","4.01","6.51","7.85","4.71"
"1674657775.624","4.00","6.49","7.85","4.60"
"1674657775.684","4.00","6.47","7.86","4.50"
"1674657775.744","3.99","6.46","7.87","4.39"
"1674657775.804","3.99","6.44","7.88","4.29"
"1674657775.864","4.00","6.42","7.87","4.37"
"1674657775.924","4.02","6.39","7.86","4.45"
"1674657775.984","4.03","6.36","7.85","4.53"
"1674657776.044","4.04","6.34","7.84","4.61"
"1674657776.104","4.03","6.40","7.84","4.59"
"1674657776.164","4.02","6.46","7.84","4.56"
"1674657776.224","4.01","6.52","7.85","4.54"
"1674657776.284","4.01","6.58","7.85","4.51"
"1674657776.344","4.00","6.56","7.85","4.48"
"1674657776.404","4.00","6.54","7.86","4.45"
"1674657776.464","4.00","6.51","7.86","4.42"
"1674657776.524","4.00","6.49","7.87","4.39"
"1674657776.584","4.00","6.50","7.85","4.48"
"1674657776.644","4.01","6.51","7.82","4.56"
"1674657776.704","4.02","6.53","7.80","4.65"
"1674657776.764","4.02","6.54","7.78","4.73"
"1674657776.824","4.03","6.55","7.76","4.82"
"1674657776.884","4.02","6.58","7.77","4.72"
"1674657776.944","4.01","6.61","7.79","4.62"
"1674657777.004","4.00","6.64","7.81","4.53"
"1674657777.064","3.99","6.67","7.83","4.43"
"1674657777.124","4.00","6.65","7.84","4.45"
"1674657777.184","4.01","6.62","7.86","4.46"
"1674657777.244","4.02","6.60","7.87","4.48"
"1674657777.304","4.03","6.57","7.88","4.50"
"1674657777.364","4.04","6.59","7.85","4.58"
"1674657777.424","4.05","6.61","7.82","4.67"
"1674657777.484","4.06","6.63","7.79","4.75"
"1674657777.544","4.07","6.65","7.76","4.84"
"1674657777.604","4.06","6.67","7.77","4.73"
"1674657777.664","4.06","6.69","7.79","4.63"
"1674657777.724","4.05","6.71","7.80","4.53"
"1674657777.784","4.05","6.73","7.81","4.42"
"1674657777.844","4.04","6.74","7.82","4.32"
"1674657777.904","4.03","6.69","7.83","4.37"
"1674657777.964","4.03","6.64","7.83","4.43"
"1674657778.024","4.02","6.58","7.84","4.48"
"1674657778.084","4.02","6.53","7.85","4.54"
"1674657778.144","4.03","6.57","7.83","4.59"
"1674657778.204","4.04","6.62","7.81","4.64"
"1674657778.264","4.05","6.66","7.80","4.69"
"1674657778.324","4.06","6.70","7.78","4.74"
"1674657778.384","4.03","6.71","7.79","4.63"
"1674657778.444","4.01","6.72","7.81","4.52"
"1674657778.504","3.98","6.73","7.83","4.41"
"1674657778.564","3.95","6.74","7.84","4.30"
"1674657778.624","3.98","6.69","7.84","4.38"
"1674657778.684","4.01","6.64","7.84","4.46"
"1674657778.744","4.04","6.59","7.84","4.55"
"1674657778.804","4.07","6.55","7.84","4.63"
"1674657778.864","4.07","6.58","7.85","4.62"
"1674657778.924","4.06","6.62","7.87","4.60"
"1674657778.984","4.05","6.65","7.88","4.59"
"1674657779.044","4.04","6.69","7.89","4.58"
"1674657779.104","4.04","6.66","7.90","4.53"
"1674657779.164","4.03","6.63","7.91","4.48"
"1674657779.224","4.03","6.60","7.92","4.42"
"1674657779.284","4.02","6.56","7.93","4.37"
"1674657779.344","4.03","6.56","7.92","4.47"
"1674657779.404","4.04","6.55","7.90","4.56"
"1674657779.464","4.05","6.54","7.89","4.66"
"1674657779.524","4.06","6.53","7.87","4.75"
"1674657779.584","4.05","6.53","7.88","4.69"
"1674657779.644","4.03","6.53","7.88","4.63"
"1674657779.704","4.02","6.53","7.89","4.56"
"1674657779.764","4.01","6.53","7.89","4.50"
"1674657779.824","3.99","6.54","7.90","4.44"
"1674657779.884","4.00","6.52","7.90","4.43"
"1674657779.944","4.01","6.50","7.90","4.43"
"1674657780.004","4.01","6.49","7.91","4.42"
"1674657780.064","4.02","6.47","7.91","4.42"
"1674657780.124","4.02","6.49","7.89","4.52"
"1674657780.184","4.02","6.51","7.87","4.63"
"1674657780.244","4.03","6.52","7.85","4.73"
"1674657780.304","4.03","6.54","7.83","4.83"
"1674657780.364","4.02","6.57","7.85","4.71"
"1674657780.424","4.00","6.61","7.86","4.58"
"1674657780.484","3.99","6.64","7.87","4.46"
"1674657780.544","3.98","6.68","7.89","4.33"
"1674657780.604","3.96","6.40","7.86","4.50"
"1674657780.664","3.96","6.42","7.84","4.56"
"1674657780.724","3.95","6.45","7.82","4.62"
"1674657780.784","3.94","6.47","7.81","4.68"
"1674657780.844","3.93","6.50","7.79","4.74"
"1674657780.904","3.92","6.52","7.81","4.62"
"1674657780.964","3.91","6.54","7.83","4.51"
"1674657781.024","3.90","6.57","7.84","4.39"
"1674657781.084","3.89","6.59","7.86","4.27"
"1674657781.144","3.91","6.54","7.85","4.31"
"1674657781.204","3.92","6.50","7.83","4.36"
"1674657781.264","3.94","6.46","7.82","4.41"
"1674657781.324","3.95","6.41","7.80","4.45"
"1674657781.384","3.95","6.48","7.80","4.45"
"1674657781.444","3.95","6.56","7.80","4.45"
"1674657781.504","3.95","6.63","7.80","4.44"
"1674657781.564","3.95","6.70","7.80","4.44"
"1674657781.624","3.95","6.75","7.81","4.37"
"1674657781.684","3.95","6.80","7.82","4.30"
"1674657781.744","3.94","6.85","7.84","4.22"
"1674657781.804","3.94","6.89","7.85","4.15"
"1674657781.864","3.96","6.80","7.83","4.26"
"1674657781.924","3.97","6.70","7.82","4.37"
"1674657781.984","3.98","6.61","7.80","4.48"
"1674657782.044","4.00","6.51","7.79","4.58"
"1674657782.104","3.99","6.57","7.78","4.55"
"1674657782.164","3.98","6.62","7.77","4.52"
"1674657782.224","3.97","6.68","7.77","4.49"
"1674657782.284","3.96","6.73","7.76","4.46"
"1674657782.344","3.96","6.72","7.78","4.45"
"1674657782.404","3.96","6.71","7.79","4.44"
"1674657782.464","3.96","6.69","7.81","4.42"
"1674657782.524","3.96","6.68","7.82","4.41"
"1674657782.584","3.97","6.66","7.81","4.50"
"1674657782.644","3.98","6.64","7.80","4.58"
"1674657782.704","3.98","6.61","7.78","4.66"
"1674657782.764","3.99","6.59","7.77","4.75"
"1674657782.824","4.00","6.57","7.76","4.83"
"1674657782.884","3.98","6.61","7.78","4.75"
"1674657782.944","3.97","6.65","7.80","4.66"
"1674657783.004","3.96","6.70","7.81","4.57"
"1674657783.064","3.95","6.74","7.83","4.48"
"1674657783.124","3.95","6.70","7.84","4.50"
"1674657783.184","3.96","6.66","7.84","4.51"
"1674657783.244","3.96","6.62","7.85","4.53"
"1674657783.304","3.96","6.58","7.85","4.55"
"1674657783.364","3.98","6.59","7.82","4.63"
"1674657783.424","4.00","6.61","7.79","4.72"
"1674657783.484","4.02","6.62","7.76","4.81"
"1674657783.544","4.03","6.63","7.72","4.90"
"1674657783.604","4.03","6.65","7.75","4.80"
"1674657783.664","4.02","6.67","7.78","4.70"
"1674657783.724","4.01","6.69","7.81","4.60"
"1674657783.784","4.00","6.72","7.84","4.50"
"1674657783.844","4.00","6.74","7.87","4.40"
"1674657783.904","4.00","6.68","7.87","4.44"
"1674657783.964","4.01","6.63","7.87","4.48"
"1674657784.024","4.02","6.57","7.87","4.52"
"1674657784.084","4.02","6.51","7.87","4.56"
"1674657784.144","4.02","6.52","7.86","4.60"
"1674657784.204","4.01","6.54","7.85","4.64"
"1674657784.264","4.01","6.55","7.85","4.67"
"1674657784.324","4.00","6.56","7.84","4.71"
"1674657784.384","4.00","6.57","7.84","4.62"
"1674657784.444","3.99","6.57","7.85","4.53"
"1674657784.504","3.98","6.57","7.85","4.44"
"1674657784.564","3.98","6.58","7.86","4.35"
"1674657784.624","3.99","6.52","7.86","4.42"
"1674657784.684","4.00","6.46","7.86","4.50"
"1674657784.744","4.01","6.40","7.86","4.57"
"1674657784.804","4.02","6.34","7.85","4.65"
"1674657784.864","4.01","6.41","7.86","4.63"
"1674657784.924","4.00","6.47","7.86","4.62"
"1674657784.984","3.99","6.54","7.86","4.61"
"1674657785.044","3.98","6.61","7.86","4.60"
"1674657785.104","3.97","6.56","7.86","4.55"
"1674657785.164","3.96","6.52","7.87","4.50"
"1674657785.224","3.95","6.47","7.88","4.45"
"1674657785.284","3.94","6.42","7.89","4.39"
"1674657785.344","3.96","6.38","7.87","4.50"
"1674657785.404","3.98","6.33","7.86","4.60"
"1674657785.464","3.99","6.28","7.84","4.71"
"1674657785.524","4.01","6.23","7.82","4.81"
"1674657785.584","4.00","6.30","7.83","4.75"
"1674657785.644","3.99","6.38","7.84","4.69"
"1674657785.704","3.98","6.45","7.85","4.62"
"1674657785.764","3.97","6.53","7.85","4.56"
"1674657785.824","3.96","6.60","7.86","4.49"
"1674657785.884","3.96","6.60","7.86","4.48"
"1674657785.944","3.96","6.60","7.87","4.48"
"1674657786.004","3.97","6.60","7.87","4.47"
"1674657786.064","3.97","6.60","7.87","4.46"
"1674657786.124","3.97","6.59","7.85","4.55"
"1674657786.184","3.98","6.59","7.83","4.64"
"1674657786.244","3.98","6.59","7.80","4.74"
"1674657786.304","3.99","6.59","7.78","4.83"
"1674657786.364","3.97","6.60","7.79","4.71"
"1674657786.424","3.96","6.61","7.81","4.59"
"1674657786.484","3.95","6.62","7.82","4.47"
"1674657786.544","3.94","6.63","7.83","4.35"
"1674657786.604","3.98","6.70","7.83","4.47"
"1674657786.664","3.98","6.73","7.81","4.55"
"1674657786.724","3.98","6.76","7.80","4.63"
"1674657786.784","3.98","6.79","7.78","4.71"
"1674657786.844","3.97","6.83","7.77","4.79"
"1674657786.904","3.97","6.80","7.78","4.67"
"1674657786.964","3.97","6.77","7.79","4.54"
"1674657787.024","3.97","6.75","7.80","4.42"
"1674657787.084","3.96","6.72","7.81","4.30"
"1674657787.144","3.97","6.67","7.81","4.37"
"1674657787.204","3.99","6.62","7.81","4.44"
"1674657787.264","4.00","6.57","7.81","4.52"
"1674657787.324","4.01","6.52","7.81","4.59"
"1674657787.384","4.01","6.61","7.80","4.62"
"1674657787.444","4.01","6.71","7.79","4.64"
"1674657787.504","4.02","6.81","7.78","4.67"
"1674657787.564","4.02","6.90","7.78","4.69"
"1674657787.624","4.01","6.89","7.79","4.62"
"1674657787.684","3.99","6.88","7.81","4.54"
"1674657787.744","3.98","6.87","7.83","4.47"
"1674657787.804","3.96","6.85","7.84","4.40"
"1674657787.864","3.98","6.81","7.83","4.49"
"1674657787.924","3.99","6.76","7.82","4.58"
"1674657787.984","4.00","6.71","7.81","4.68"
"1674657788.044","4.02","6.66","7.79","4.77"
"1674657788.104","4.02","6.71","7.77","4.72"
"1674657788.164","4.02","6.76","7.76","4.67"
"1674657788.224","4.01","6.82","7.74","4.62"
"1674657788.284","4.01","6.87","7.72","4.57"
"1674657788.344","4.02","6.84","7.75","4.54"
"1674657788.404","4.03","6.81","7.79","4.51"
"1674657788.464","4.03","6.78","7.82","4.48"
"1674657788.524","4.04","6.76","7.85","4.45"
"1674657788.584","4.05","6.73","7.84","4.54"
"1674657788.644","4.06","6.71","7.83","4.62"
"1674657788.704","4.06","6.69","7.82","4.70"
"1674657788.764","4.07","6.67","7.81","4.79"
"1674657788.824","4.08","6.65","7.80","4.87"
"1674657788.884","4.07","6.68","7.79","4.77"
"1674657788.944","4.06","6.72","7.79","4.67"
"1674657789.004","4.04","6.75","7.79","4.56"
"1674657789.064","4.03","6.78","7.79","4.46"
"1674657789.124","4.03","6.72","7.80","4.46"
"1674657789.184","4.04","6.66","7.80","4.47"
"1674657789.244","4.04","6.60","7.81","4.47"
"1674657789.304","4.04","6.54","7.82","4.48"
"1674657789.364","4.04","6.52","7.82","4.56"
"1674657789.424","4.04","6.50","7.82","4.65"
"1674657789.484","4.04","6.48","7.82","4.74"
"1674657789.544","4.04","6.46","7.81","4.83"
"1674657789.604","4.04","6.49","7.83","4.73"
"1674657789.664","4.03","6.51","7.84","4.63"
"1674657789.724","4.03","6.53","7.86","4.53"
"1674657789.784","4.02","6.56","7.87","4.43"
"1674657789.844","4.01","6.58","7.88","4.33"
"1674657789.904","4.01","6.51","7.88","4.37"
"1674657789.964","4.01","6.45","7.88","4.41"
"1674657790.024","4.01","6.39","7.88","4.45"
"1674657790.084","4.01","6.32","7.88","4.49"
"1674657790.144","4.01","6.38","7.87","4.54"
"1674657790.204","4.01","6.44","7.85","4.58"
"1674657790.264","4.00","6.50","7.84","4.62"
"1674657790.324","4.00","6.56","7.83","4.66"
"1674657790.384","3.99","6.56","7.84","4.57"
"1674657790.444","3.99","6.55","7.86","4.47"
"1674657790.504","3.98","6.55","7.87","4.38"
"1674657790.564","3.97","6.54","7.88","4.28"
"1674657790.624","3.98","6.51","7.86","4.36"
"1674657790.684","3.98","6.49","7.83","4.43"
"1674657790.744","3.98","6.46","7.81","4.51"
"1674657790.804","3.99","6.43","7.78","4.59"
"1674657790.864","3.98","6.49","7.78","4.55"
"1674657790.924","3.98","6.55","7.78","4.52"
"1674657790.984","3.97","6.60","7.78","4.48"
"1674657791.044","3.97","6.66","7.79","4.45"
"1674657791.104","3.98","6.63","7.80","4.42"
"1674657791.164","3.98","6.60","7.82","4.39"
"1674657791.224","3.99","6.57","7.83","4.36"
"1674657791.284","4.00","6.54","7.85","4.32"
"1674657791.344","4.01","6.50","7.83","4.41"
"1674657791.404","4.02","6.45","7.80","4.50"
"1674657791.464","4.03","6.40","7.78","4.59"
"1674657791.524","4.04","6.36","7.76","4.68"
"1674657791.584","4.02","6.40","7.77","4.61"
"1674657791.644","4.01","6.44","7.77","4.53"
"1674657791.704","4.00","6.48","7.78","4.46"
"1674657791.764","3.99","6.52","7.79","4.38"
"1674657791.824","3.97","6.56","7.80","4.31"
"1674657791.884","3.98","6.54","7.81","4.32"
"1674657791.944","3.99","6.51","7.81","4.34"
"1674657792.004","4.01","6.49","7.81","4.35"
"1674657792.064","4.02","6.47","7.82","4.37"
"1674657792.124","4.02","6.47","7.80","4.46"
"1674657792.184","4.01","6.47","7.77","4.54"
"1674657792.244","4.01","6.47","7.75","4.63"
"1674657792.304","4.01","6.46","7.73","4.71"
"1674657792.364","4.00","6.49","7.75","4.59"
"1674657792.424","3.99","6.51","7.76","4.47"
"1674657792.484","3.98","6.53","7.78","4.35"
"1674657792.544","3.97","6.55","7.80","4.23"
"1674657792.604","3.98","6.54","7.80","4.26"
"1674657792.664","4.00","6.52","7.81","4.30"
"1674657792.724","4.01","6.50","7.82","4.33"
"1674657792.784","4.02","6.48","7.82","4.37"
"1674657792.844","4.03","6.46","7.83","4.40"
"1674657792.904","4.03","6.51","7.82","4.48"
"1674657792.964","4.02","6.55","7.81","4.56"
"1674657793.024","4.02","6.59","7.80","4.64"
"1674657793.084","4.01","6.64","7.79","4.72"
"1674657793.144","4.01","6.66","7.81","4.61"
"1674657793.204","4.01","6.69","7.82","4.49"
"1674657793.264","4.01","6.72","7.84","4.38"
"1674657793.324","4.01","6.75","7.85","4.27"
"1674657793.384","4.03","6.70","7.85","4.34"
"1674657793.444","4.05","6.65","7.85","4.41"
"1674657793.504","4.06","6.60","7.84","4.48"
"1674657793.564","4.08","6.55","7.84","4.55"
"1674657793.624","4.04","6.69","7.75","4.55"
"1674657793.684","4.04","6.68","7.77","4.47"
"1674657793.744","4.04","6.67","7.79","4.40"
"1674657793.804","4.05","6.66","7.80","4.32"
"1674657793.864","4.06","6.61","7.81","4.41"
"1674657793.924","4.07","6.56","7.82","4.50"
"1674657793.984","4.08","6.51","7.83","4.58"
"1674657794.044","4.09","6.46","7.84","4.67"
"1674657794.104","4.08","6.49","7.85","4.62"
"1674657794.164","4.06","6.51","7.86","4.58"
"1674657794.224","4.05","6.54","7.86","4.54"
"1674657794.284","4.04","6.56","7.87","4.49"
"1674657794.344","4.03","6.53","7.88","4.45"
"1674657794.404","4.03","6.51","7.89","4.41"
"1674657794.464","4.02","6.48","7.90","4.37"
"1674657794.524","4.02","6.45","7.90","4.33"
"1674657794.584","4.02","6.44","7.88","4.40"
"1674657794.644","4.02","6.42","7.85","4.47"
"1674657794.704","4.02","6.40","7.82","4.54"
"1674657794.764","4.02","6.39","7.80","4.61"
"1674657794.824","4.02","6.37","7.77","4.68"
"1674657794.884","4.00","6.42","7.78","4.61"
"1674657794.944","3.98","6.47","7.79","4.55"
"1674657795.004","3.96","6.52","7.79","4.49"
"1674657795.064","3.94","6.57","7.80","4.42"
"1674657795.124","3.96","6.55","7.81","4.39"
"1674657795.184","3.98","6.53","7.82","4.36"
"1674657795.244","3.99","6.51","7.83","4.33"
"1674657795.304","4.01","6.49","7.84","4.30"
"1674657795.364","4.01","6.44","7.83","4.38"
"1674657795.424","4.02","6.39","7.81","4.47"
"1674657795.484","4.02","6.35","7.79","4.55"
"1674657795.544","4.03","6.30","7.77","4.64"
"1674657795.604","4.02","6.34","7.79","4.59"
"1674657795.664","4.02","6.38","7.81","4.54"
"1674657795.724","4.01","6.41","7.82","4.49"
"1674657795.784","4.00","6.45","7.84","4.44"
"1674657795.844","4.00","6.49","7.86","4.39"
"1674657795.904","4.00","6.49","7.85","4.37"
"1674657795.964","4.00","6.49","7.84","4.36"
"1674657796.024","4.00","6.49","7.83","4.34"
"1674657796.084","4.00","6.49","7.82","4.32"
"1674657796.144","4.01","6.47","7.81","4.42"
"1674657796.204","4.02","6.45","7.79","4.52"
"1674657796.264","4.03","6.43","7.78","4.62"
"1674657796.324","4.04","6.42","7.76","4.72"
"1674657796.384","4.03","6.44","7.78","4.64"
"1674657796.444","4.02","6.46","7.79","4.57"
"1674657796.504","4.01","6.48","7.81","4.49"
"1674657796.564","4.00","6.50","7.82","4.41"
"1674657796.624","4.00","6.51","7.82","4.41"
"1674657796.684","4.00","6.51","7.82","4.41"
"1674657796.744","4.00","6.51","7.82","4.41"
"1674657796.804","4.01","6.52","7.82","4.41"
"1674657796.864","4.01","6.49","7.80","4.50"
"1674657796.924","4.02","6.47","7.79","4.59"
"1674657796.984","4.02","6.45","7.77","4.68"
"1674657797.044","4.03","6.42","7.76","4.77"
"1674657797.104","4.01","6.52","7.77","4.69"
"1674657797.164","4.00","6.61","7.78","4.61"
"1674657797.224","3.99","6.71","7.79","4.53"
"1674657797.284","3.97","6.80","7.80","4.46"
"1674657797.344","3.98","6.78","7.78","4.45"
"1674657797.404","3.98","6.76","7.77","4.44"
"1674657797.464","3.98","6.73","7.75","4.44"
"1674657797.524","3.99","6.71","7.74","4.43"
"1674657797.584","3.99","6.72","7.74","4.51"
"1674657797.644","4.00","6.72","7.75","4.59"
"1674657797.704","4.00","6.73","7.75","4.66"
"1674657797.764","4.00","6.74","7.76","4.74"
"1674657797.824","4.01","6.74","7.76","4.82"
"1674657797.884","4.01","6.77","7.78","4.70"
"1674657797.944","4.01","6.80","7.80","4.58"
"1674657798.004","4.01","6.83","7.81","4.46"
"1674657798.064","4.01","6.85","7.83","4.35"
"1674657798.124","4.02","6.81","7.83","4.39"
"1674657798.184","4.02","6.77","7.84","4.43"
"1674657798.244","4.02","6.72","7.84","4.47"
"1674657798.304","4.03","6.68","7.84","4.51"
"1674657798.364","4.03","6.69","7.83","4.58"
"1674657798.424","4.03","6.70","7.82","4.66"
"1674657798.484","4.03","6.72","7.81","4.73"
"1674657798.544","4.03","6.73","7.80","4.81"
"1674657798.604","4.03","6.74","7.81","4.72"
"1674657798.664","4.03","6.75","7.83","4.62"
"1674657798.724","4.03","6.76","7.84","4.53"
"1674657798.784","4.03","6.77","7.85","4.43"
"1674657798.844","4.04","6.78","7.86","4.34"
"1674657798.904","4.05","6.73","7.86","4.41"
"1674657798.964","4.06","6.67","7.85","4.49"
"1674657799.024","4.07","6.62","7.85","4.56"
"1674657799.084","4.09","6.56","7.85","4.63"
"1674657799.144","4.08","6.60","7.82","4.67"
"1674657799.204","4.06","6.65","7.80","4.70"
"1674657799.264","4.05","6.69","7.78","4.73"
"1674657799.324","4.04","6.74","7.76","4.77"
"1674657799.384","4.03","6.73","7.77","4.68"
"1674657799.444","4.02","6.71","7.79","4.59"
"1674657799.504","4.01","6.70","7.81","4.50"
"1674657799.564","3.99","6.69","7.82","4.42"
"1674657799.624","4.00","6.62","7.81","4.49"
"1674657799.684","4.01","6.55","7.79","4.57"
"1674657799.744","4.02","6.48","7.77","4.65"
"1674657799.804","4.02","6.42","7.75","4.72"
"1674657799.864","4.01","6.47","7.77","4.68"
"1674657799.924","3.99","6.52","7.79","4.63"
"1674657799.984","3.98","6.57","7.80","4.59"
"1674657800.044","3.97","6.62","7.82","4.54"
"1674657800.104","3.97","6.61","7.83","4.51"
"1674657800.164","3.98","6.59","7.84","4.48"
"1674657800.224","3.98","6.57","7.85","4.45"
"1674657800.284","3.99","6.55","7.87","4.42"
"1674657800.344","3.99","6.53","7.85","4.52"
"1674657800.404","3.99","6.51","7.84","4.62"
"1674657800.464","3.99","6.49","7.82","4.71"
"1674657800.524","3.99","6.47","7.80","4.81"
"1674657800.584","3.94","6.64","7.81","4.39"
"1674657800.644","3.96","6.60","7.81","4.41"
"1674657800.704","3.98","6.56","7.81","4.42"
"1674657800.764","4.00","6.52","7.81","4.43"
"1674657800.824","4.02","6.48","7.81","4.45"
"1674657800.884","4.01","6.47","7.81","4.54"
"1674657800.944","4.01","6.46","7.81","4.62"
"1674657801.004","4.01","6.45","7.81","4.71"
"1674657801.064","4.01","6.44","7.81","4.80"
"1674657801.124","4.00","6.49","7.82","4.67"
"1674657801.184","3.99","6.55","7.83","4.54"
"1674657801.244","3.98","6.60","7.84","4.42"
"1674657801.304","3.96","6.66","7.86","4.29"
"1674657801.364","3.97","6.60","7.84","4.31"
"1674657801.424","3.97","6.55","7.83","4.33"
"1674657801.484","3.97","6.49","7.82","4.35"
"1674657801.544","3.97","6.44","7.81","4.37"
"1674657801.604","3.97","6.47","7.79","4.45"
"1674657801.664","3.97","6.50","7.78","4.53"
"1674657801.724","3.97","6.54","7.77","4.61"
"1674657801.784","3.97","6.57","7.75","4.69"
"1674657801.844","3.97","6.61","7.74","4.77"
"1674657801.904","3.96","6.58","7.76","4.67"
"1674657801.964","3.95","6.56","7.77","4.56"
"1674657802.024","3.93","6.54","7.79","4.46"
"1674657802.084","3.92","6.51","7.81","4.35"
"1674657802.144","3.94","6.54","7.81","4.40"
"1674657802.204","3.96","6.57","7.81","4.44"
"1674657802.264","3.97","6.60","7.81","4.48"
"1674657802.324","3.99","6.63","7.81","4.52"
"1674657802.384","3.98","6.62","7.80","4.58"
"1674657802.444","3.98","6.62","7.80","4.65"
"1674657802.504","3.97","6.61","7.79","4.71"
"1674657802.564","3.96","6.61","7.78","4.77"
"1674657802.624","3.96","6.63","7.77","4.67"
"1674657802.684","3.96","6.66","7.77","4.57"
"1674657802.744","3.96","6.68","7.76","4.46"
"1674657802.804","3.95","6.71","7.75","4.36"
"1674657802.864","3.97","6.70","7.77","4.44"
"1674657802.924","3.99","6.70","7.78","4.51"
"1674657802.984","4.01","6.70","7.79","4.59"
"1674657803.044","4.03","6.69","7.81","4.66"
"1674657803.104","4.02","6.75","7.81","4.65"
"1674657803.164","4.02","6.80","7.81","4.64"
