"","ostreatus1 Last (mV)","ostreatus2 Last (mV)","pleurotus1 Last (mV)","pleurotus2 Last (mV)"
"1674656598.424","5.21","7.42","7.80","5.44"
"1674656598.484","5.23","7.37","7.79","5.51"
"1674656598.544","5.25","7.32","7.78","5.59"
"1674656598.604","5.24","7.28","7.78","5.59"
"1674656598.664","5.24","7.25","7.78","5.58"
"1674656598.724","5.23","7.21","7.78","5.57"
"1674656598.784","5.23","7.18","7.78","5.57"
"1674656598.844","5.23","7.14","7.77","5.56"
"1674656598.904","5.22","7.14","7.78","5.50"
"1674656598.964","5.20","7.14","7.79","5.43"
"1674656599.024","5.19","7.14","7.80","5.36"
"1674656599.084","5.18","7.13","7.81","5.30"
"1674656599.144","5.20","7.09","7.80","5.39"
"1674656599.204","5.21","7.04","7.79","5.48"
"1674656599.264","5.23","7.00","7.78","5.57"
"1674656599.324","5.25","6.96","7.76","5.66"
"1674656599.384","5.24","7.05","7.77","5.62"
"1674656599.444","5.23","7.15","7.77","5.59"
"1674656599.504","5.22","7.25","7.77","5.55"
"1674656599.564","5.21","7.34","7.78","5.52"
"1674656599.624","5.21","7.40","7.79","5.45"
"1674656599.684","5.21","7.47","7.80","5.39"
"1674656599.744","5.21","7.53","7.81","5.32"
"1674656599.804","5.21","7.59","7.82","5.26"
"1674656599.864","5.22","7.54","7.81","5.33"
"1674656599.924","5.23","7.50","7.80","5.40"
"1674656599.984","5.24","7.46","7.79","5.47"
"1674656600.044","5.26","7.41","7.78","5.54"
"1674656600.104","5.26","7.39","7.76","5.58"
"1674656600.164","5.26","7.37","7.74","5.61"
"1674656600.224","5.25","7.35","7.72","5.64"
"1674656600.284","5.25","7.32","7.70","5.67"
"1674656600.344","5.24","7.35","7.71","5.57"
"1674656600.404","5.24","7.38","7.72","5.47"
"1674656600.464","5.23","7.42","7.73","5.36"
"1674656600.524","5.22","7.45","7.74","5.26"
"1674656600.584","5.23","7.41","7.73","5.33"
"1674656600.644","5.24","7.37","7.73","5.39"
"1674656600.704","5.25","7.34","7.73","5.46"
"1674656600.764","5.26","7.30","7.72","5.52"
"1674656600.824","5.27","7.27","7.72","5.59"
"1674656600.884","5.26","7.29","7.73","5.57"
"1674656600.944","5.25","7.31","7.73","5.55"
"1674656601.004","5.25","7.32","7.74","5.53"
"1674656601.064","5.24","7.34","7.75","5.51"
"1674656601.124","5.23","7.34","7.75","5.48"
"1674656601.184","5.23","7.34","7.76","5.44"
"1674656601.244","5.22","7.35","7.77","5.41"
"1674656601.304","5.22","7.35","7.78","5.37"
"1674656601.364","5.23","7.37","7.75","5.47"
"1674656601.424","5.24","7.40","7.73","5.58"
"1674656601.484","5.26","7.42","7.70","5.68"
"1674656601.544","5.27","7.45","7.68","5.78"
"1674656601.604","5.26","7.45","7.69","5.71"
"1674656601.664","5.25","7.45","7.71","5.63"
"1674656601.724","5.24","7.45","7.73","5.56"
"1674656601.784","5.23","7.45","7.74","5.48"
"1674656601.844","5.22","7.45","7.76","5.41"
"1674656601.904","5.23","7.42","7.76","5.43"
"1674656601.964","5.23","7.38","7.76","5.46"
"1674656602.024","5.23","7.35","7.76","5.48"
"1674656602.084","5.24","7.31","7.76","5.51"
"1674656602.144","5.25","7.38","7.76","5.59"
"1674656602.204","5.27","7.44","7.76","5.67"
"1674656602.264","5.28","7.50","7.75","5.76"
"1674656602.324","5.30","7.57","7.75","5.84"
"1674656602.384","5.28","7.55","7.76","5.72"
"1674656602.444","5.25","7.53","7.77","5.60"
"1674656602.504","5.23","7.50","7.77","5.48"
"1674656602.564","5.21","7.48","7.78","5.36"
"1674656602.624","5.22","7.44","7.78","5.42"
"1674656602.684","5.23","7.40","7.79","5.48"
"1674656602.744","5.24","7.35","7.79","5.54"
"1674656602.804","5.25","7.31","7.80","5.60"
"1674656602.864","5.25","7.35","7.81","5.64"
"1674656602.924","5.25","7.39","7.82","5.68"
"1674656602.984","5.25","7.43","7.83","5.72"
"1674656603.044","5.24","7.48","7.83","5.76"
"1674656603.104","5.23","7.46","7.85","5.66"
"1674656603.164","5.22","7.45","7.86","5.57"
"1674656603.224","5.21","7.44","7.87","5.47"
"1674656603.284","5.20","7.42","7.88","5.37"
"1674656603.344","5.21","7.39","7.86","5.46"
"1674656603.404","5.23","7.36","7.83","5.54"
"1674656603.464","5.24","7.32","7.80","5.63"
"1674656603.524","5.25","7.29","7.77","5.72"
"1674656603.584","5.25","7.33","7.77","5.68"
"1674656603.644","5.24","7.38","7.77","5.64"
"1674656603.704","5.23","7.42","7.77","5.60"
"1674656603.764","5.23","7.47","7.77","5.56"
"1674656603.824","5.22","7.51","7.77","5.52"
"1674656603.884","5.22","7.50","7.80","5.48"
"1674656603.944","5.23","7.50","7.83","5.43"
"1674656604.004","5.23","7.49","7.86","5.39"
"1674656604.064","5.24","7.48","7.89","5.35"
"1674656604.124","5.25","7.42","7.87","5.44"
"1674656604.184","5.26","7.36","7.86","5.54"
"1674656604.244","5.27","7.30","7.84","5.63"
"1674656604.304","5.29","7.24","7.83","5.73"
"1674656604.364","5.28","7.29","7.84","5.63"
"1674656604.424","5.27","7.33","7.84","5.54"
"1674656604.484","5.26","7.38","7.85","5.44"
"1674656604.544","5.25","7.43","7.86","5.35"
"1674656604.604","5.24","7.16","7.86","5.39"
"1674656604.664","5.25","7.13","7.84","5.47"
"1674656604.724","5.26","7.11","7.83","5.56"
"1674656604.784","5.26","7.09","7.81","5.65"
"1674656604.844","5.27","7.07","7.79","5.73"
"1674656604.904","5.26","7.11","7.80","5.62"
"1674656604.964","5.25","7.14","7.81","5.51"
"1674656605.024","5.24","7.18","7.82","5.40"
"1674656605.084","5.23","7.22","7.83","5.29"
"1674656605.144","5.24","7.18","7.82","5.34"
"1674656605.204","5.24","7.15","7.82","5.39"
"1674656605.264","5.25","7.11","7.81","5.44"
"1674656605.324","5.25","7.08","7.80","5.49"
"1674656605.384","5.25","7.14","7.80","5.52"
"1674656605.444","5.25","7.20","7.79","5.56"
"1674656605.504","5.25","7.25","7.78","5.60"
"1674656605.564","5.25","7.31","7.78","5.64"
"1674656605.624","5.24","7.36","7.78","5.54"
"1674656605.684","5.22","7.42","7.79","5.44"
"1674656605.744","5.20","7.47","7.80","5.34"
"1674656605.804","5.18","7.52","7.80","5.25"
"1674656605.864","5.20","7.46","7.80","5.30"
"1674656605.924","5.22","7.40","7.79","5.36"
"1674656605.984","5.23","7.35","7.79","5.42"
"1674656606.044","5.25","7.29","7.78","5.48"
"1674656606.104","5.25","7.30","7.77","5.54"
"1674656606.164","5.25","7.30","7.76","5.61"
"1674656606.224","5.25","7.31","7.75","5.67"
"1674656606.284","5.25","7.32","7.73","5.73"
"1674656606.344","5.24","7.41","7.75","5.62"
"1674656606.404","5.22","7.50","7.76","5.51"
"1674656606.464","5.21","7.58","7.77","5.39"
"1674656606.524","5.20","7.67","7.79","5.28"
"1674656606.584","5.21","7.58","7.78","5.34"
"1674656606.644","5.22","7.48","7.78","5.41"
"1674656606.704","5.23","7.38","7.78","5.48"
"1674656606.764","5.24","7.28","7.77","5.54"
"1674656606.824","5.25","7.18","7.77","5.61"
"1674656606.884","5.25","7.32","7.77","5.59"
"1674656606.944","5.25","7.45","7.77","5.57"
"1674656607.004","5.25","7.58","7.77","5.54"
"1674656607.064","5.25","7.71","7.77","5.52"
"1674656607.124","5.24","7.70","7.78","5.49"
"1674656607.184","5.22","7.69","7.79","5.45"
"1674656607.244","5.21","7.68","7.79","5.41"
"1674656607.304","5.20","7.66","7.80","5.38"
"1674656607.364","5.21","7.63","7.79","5.47"
"1674656607.424","5.23","7.60","7.77","5.56"
"1674656607.484","5.24","7.57","7.76","5.65"
"1674656607.544","5.26","7.54","7.74","5.74"
"1674656607.604","5.26","7.57","7.76","5.68"
"1674656607.664","5.26","7.60","7.77","5.61"
"1674656607.724","5.26","7.63","7.79","5.54"
"1674656607.784","5.26","7.66","7.80","5.48"
"1674656607.844","5.26","7.69","7.81","5.41"
"1674656607.904","5.26","7.66","7.82","5.42"
"1674656607.964","5.25","7.63","7.82","5.44"
"1674656608.024","5.24","7.59","7.83","5.45"
"1674656608.084","5.24","7.56","7.84","5.46"
"1674656608.144","5.25","7.55","7.82","5.56"
"1674656608.204","5.26","7.54","7.81","5.66"
"1674656608.264","5.27","7.53","7.80","5.75"
"1674656608.324","5.28","7.51","7.78","5.85"
"1674656608.384","5.27","7.54","7.78","5.72"
"1674656608.444","5.26","7.57","7.78","5.59"
"1674656608.504","5.25","7.59","7.77","5.46"
"1674656608.564","5.25","7.62","7.77","5.33"
"1674656608.624","5.25","7.55","7.79","5.38"
"1674656608.684","5.26","7.48","7.80","5.43"
"1674656608.744","5.26","7.41","7.82","5.49"
"1674656608.804","5.27","7.34","7.84","5.54"
"1674656608.864","5.27","7.34","7.83","5.59"
"1674656608.924","5.27","7.35","7.83","5.64"
"1674656608.984","5.27","7.36","7.82","5.69"
"1674656609.044","5.27","7.36","7.81","5.74"
"1674656609.104","5.26","7.37","7.81","5.63"
"1674656609.164","5.25","7.38","7.82","5.52"
"1674656609.224","5.24","7.39","7.82","5.41"
"1674656609.284","5.23","7.40","7.82","5.30"
"1674656609.344","5.24","7.33","7.82","5.39"
"1674656609.404","5.25","7.27","7.83","5.48"
"1674656609.464","5.26","7.20","7.83","5.57"
"1674656609.524","5.27","7.14","7.83","5.66"
"1674656609.584","5.26","7.19","7.83","5.64"
"1674656609.644","5.26","7.25","7.82","5.62"
"1674656609.704","5.25","7.30","7.82","5.59"
"1674656609.764","5.25","7.36","7.82","5.57"
"1674656609.824","5.24","7.41","7.81","5.55"
"1674656609.884","5.23","7.37","7.80","5.50"
"1674656609.944","5.23","7.32","7.80","5.44"
"1674656610.004","5.22","7.28","7.79","5.38"
"1674656610.064","5.21","7.23","7.78","5.33"
"1674656610.124","5.22","7.24","7.77","5.43"
"1674656610.184","5.22","7.26","7.76","5.53"
"1674656610.244","5.23","7.27","7.75","5.62"
"1674656610.304","5.24","7.28","7.73","5.72"
"1674656610.364","5.22","7.34","7.74","5.63"
"1674656610.424","5.21","7.40","7.76","5.53"
"1674656610.484","5.20","7.46","7.77","5.43"
"1674656610.544","5.19","7.52","7.78","5.34"
"1674656610.604","5.20","7.49","7.78","5.35"
"1674656610.664","5.21","7.45","7.78","5.36"
"1674656610.724","5.22","7.42","7.78","5.37"
"1674656610.784","5.22","7.39","7.78","5.38"
"1674656610.844","5.23","7.35","7.78","5.39"
"1674656610.904","5.24","7.32","7.77","5.48"
"1674656610.964","5.25","7.29","7.76","5.57"
"1674656611.024","5.25","7.25","7.74","5.66"
"1674656611.084","5.26","7.22","7.73","5.75"
"1674656611.144","5.25","7.31","7.75","5.63"
"1674656611.204","5.24","7.40","7.76","5.50"
"1674656611.264","5.22","7.48","7.78","5.38"
"1674656611.324","5.21","7.57","7.79","5.25"
"1674656611.384","5.22","7.50","7.79","5.31"
"1674656611.444","5.23","7.43","7.79","5.36"
"1674656611.504","5.24","7.35","7.79","5.41"
"1674656611.564","5.25","7.28","7.79","5.46"
"1674656611.624","5.23","7.42","7.76","5.59"
"1674656611.684","5.22","7.50","7.77","5.48"
"1674656611.744","5.20","7.57","7.78","5.37"
"1674656611.804","5.19","7.64","7.80","5.26"
"1674656611.864","5.21","7.60","7.79","5.33"
"1674656611.924","5.23","7.55","7.78","5.41"
"1674656611.984","5.24","7.51","7.78","5.49"
"1674656612.044","5.26","7.46","7.77","5.56"
"1674656612.104","5.25","7.52","7.74","5.56"
"1674656612.164","5.25","7.57","7.72","5.56"
"1674656612.224","5.24","7.63","7.70","5.55"
"1674656612.284","5.24","7.69","7.67","5.55"
"1674656612.344","5.23","7.69","7.70","5.48"
"1674656612.404","5.22","7.69","7.74","5.42"
"1674656612.464","5.22","7.69","7.77","5.35"
"1674656612.524","5.21","7.69","7.80","5.28"
"1674656612.584","5.22","7.65","7.79","5.35"
"1674656612.644","5.24","7.62","7.78","5.41"
"1674656612.704","5.25","7.59","7.78","5.48"
"1674656612.764","5.26","7.56","7.77","5.54"
"1674656612.824","5.28","7.52","7.76","5.61"
"1674656612.884","5.27","7.57","7.76","5.62"
"1674656612.944","5.27","7.61","7.76","5.63"
"1674656613.004","5.27","7.65","7.77","5.64"
"1674656613.064","5.26","7.69","7.77","5.65"
"1674656613.124","5.25","7.70","7.76","5.57"
"1674656613.184","5.23","7.70","7.74","5.48"
"1674656613.244","5.21","7.71","7.73","5.39"
"1674656613.304","5.20","7.72","7.71","5.30"
"1674656613.364","5.22","7.59","7.71","5.37"
"1674656613.424","5.24","7.47","7.71","5.44"
"1674656613.484","5.26","7.35","7.70","5.51"
"1674656613.544","5.29","7.23","7.70","5.59"
"1674656613.604","5.28","7.27","7.70","5.58"
"1674656613.664","5.26","7.31","7.70","5.58"
"1674656613.724","5.25","7.36","7.70","5.58"
"1674656613.784","5.24","7.40","7.70","5.58"
"1674656613.844","5.23","7.44","7.70","5.57"
"1674656613.904","5.22","7.45","7.71","5.50"
"1674656613.964","5.21","7.45","7.72","5.42"
"1674656614.024","5.20","7.45","7.73","5.34"
"1674656614.084","5.19","7.46","7.74","5.27"
"1674656614.144","5.21","7.44","7.74","5.35"
"1674656614.204","5.22","7.41","7.73","5.44"
"1674656614.264","5.24","7.39","7.72","5.52"
"1674656614.324","5.25","7.37","7.72","5.61"
"1674656614.384","5.25","7.41","7.73","5.58"
"1674656614.444","5.25","7.46","7.75","5.55"
"1674656614.504","5.25","7.50","7.76","5.52"
"1674656614.564","5.25","7.54","7.77","5.49"
"1674656614.624","5.23","7.51","7.77","5.44"
"1674656614.684","5.22","7.48","7.77","5.40"
"1674656614.744","5.21","7.45","7.77","5.36"
"1674656614.804","5.20","7.41","7.77","5.32"
"1674656614.864","5.21","7.37","7.76","5.41"
"1674656614.924","5.22","7.33","7.75","5.51"
"1674656614.984","5.22","7.29","7.73","5.60"
"1674656615.044","5.23","7.25","7.72","5.70"
"1674656615.104","5.22","7.30","7.74","5.62"
"1674656615.164","5.21","7.36","7.75","5.53"
"1674656615.224","5.20","7.41","7.76","5.45"
"1674656615.284","5.19","7.46","7.77","5.36"
"1674656615.344","5.19","7.41","7.78","5.38"
"1674656615.404","5.20","7.36","7.78","5.40"
"1674656615.464","5.21","7.31","7.78","5.42"
"1674656615.524","5.21","7.25","7.78","5.44"
"1674656615.584","5.22","7.21","7.77","5.51"
"1674656615.644","5.22","7.16","7.76","5.57"
"1674656615.704","5.22","7.12","7.75","5.64"
"1674656615.764","5.22","7.07","7.74","5.71"
"1674656615.824","5.22","7.03","7.73","5.77"
"1674656615.884","5.21","7.14","7.76","5.65"
"1674656615.944","5.19","7.26","7.79","5.53"
"1674656616.004","5.18","7.37","7.82","5.41"
"1674656616.064","5.16","7.49","7.85","5.30"
"1674656616.124","5.17","7.45","7.83","5.34"
"1674656616.184","5.18","7.42","7.82","5.38"
"1674656616.244","5.19","7.38","7.80","5.42"
"1674656616.304","5.20","7.35","7.78","5.46"
"1674656616.364","5.20","7.37","7.77","5.54"
"1674656616.424","5.20","7.39","7.76","5.63"
"1674656616.484","5.21","7.41","7.74","5.72"
"1674656616.544","5.21","7.43","7.73","5.80"
"1674656616.604","5.20","7.38","7.74","5.71"
"1674656616.664","5.19","7.33","7.76","5.62"
"1674656616.724","5.18","7.28","7.77","5.52"
"1674656616.784","5.17","7.22","7.78","5.43"
"1674656616.844","5.16","7.17","7.79","5.33"
"1674656616.904","5.18","7.22","7.79","5.40"
"1674656616.964","5.19","7.27","7.78","5.46"
"1674656617.024","5.20","7.32","7.78","5.53"
"1674656617.084","5.22","7.37","7.77","5.59"
"1674656617.144","5.21","7.34","7.77","5.60"
"1674656617.204","5.21","7.31","7.76","5.61"
"1674656617.264","5.20","7.28","7.76","5.62"
"1674656617.324","5.19","7.25","7.76","5.62"
"1674656617.384","5.19","7.34","7.77","5.55"
"1674656617.444","5.18","7.43","7.78","5.47"
"1674656617.504","5.17","7.52","7.79","5.40"
"1674656617.564","5.17","7.60","7.80","5.32"
"1674656617.624","5.23","7.24","7.70","5.63"
"1674656617.684","5.22","7.27","7.71","5.60"
"1674656617.744","5.20","7.30","7.72","5.57"
"1674656617.804","5.19","7.33","7.72","5.53"
"1674656617.864","5.19","7.33","7.73","5.49"
"1674656617.924","5.18","7.33","7.74","5.46"
"1674656617.984","5.18","7.34","7.74","5.42"
"1674656618.044","5.18","7.34","7.75","5.38"
"1674656618.104","5.19","7.32","7.72","5.49"
"1674656618.164","5.20","7.30","7.70","5.59"
"1674656618.224","5.21","7.27","7.67","5.69"
"1674656618.284","5.23","7.25","7.64","5.79"
"1674656618.344","5.22","7.31","7.66","5.69"
"1674656618.404","5.21","7.36","7.68","5.60"
"1674656618.464","5.20","7.42","7.70","5.50"
"1674656618.524","5.19","7.47","7.72","5.40"
"1674656618.584","5.19","7.45","7.72","5.42"
"1674656618.644","5.19","7.42","7.72","5.43"
"1674656618.704","5.20","7.39","7.71","5.45"
"1674656618.764","5.20","7.37","7.71","5.46"
"1674656618.824","5.20","7.34","7.70","5.47"
"1674656618.884","5.21","7.34","7.69","5.57"
"1674656618.944","5.21","7.35","7.67","5.67"
"1674656619.004","5.22","7.36","7.66","5.77"
"1674656619.064","5.23","7.37","7.65","5.87"
"1674656619.124","5.22","7.45","7.67","5.75"
"1674656619.184","5.21","7.53","7.68","5.64"
"1674656619.244","5.20","7.61","7.70","5.52"
"1674656619.304","5.19","7.69","7.72","5.40"
"1674656619.364","5.19","7.64","7.72","5.44"
"1674656619.424","5.20","7.58","7.72","5.49"
"1674656619.484","5.20","7.53","7.72","5.53"
"1674656619.544","5.21","7.47","7.72","5.58"
"1674656619.604","5.21","7.46","7.71","5.63"
"1674656619.664","5.21","7.46","7.71","5.68"
"1674656619.724","5.21","7.45","7.71","5.73"
"1674656619.784","5.20","7.44","7.70","5.78"
"1674656619.844","5.20","7.44","7.70","5.83"
"1674656619.904","5.19","7.46","7.72","5.71"
"1674656619.964","5.18","7.48","7.73","5.59"
"1674656620.024","5.17","7.50","7.75","5.47"
"1674656620.084","5.15","7.52","7.76","5.35"
"1674656620.144","5.16","7.46","7.76","5.43"
"1674656620.204","5.17","7.41","7.76","5.51"
"1674656620.264","5.18","7.35","7.76","5.59"
"1674656620.324","5.19","7.30","7.75","5.67"
"1674656620.384","5.20","7.30","7.75","5.66"
"1674656620.444","5.20","7.31","7.75","5.64"
"1674656620.504","5.20","7.32","7.75","5.63"
"1674656620.564","5.21","7.32","7.75","5.62"
"1674656620.624","5.19","7.31","7.76","5.56"
"1674656620.684","5.17","7.29","7.76","5.50"
"1674656620.744","5.15","7.27","7.77","5.44"
"1674656620.804","5.13","7.25","7.78","5.38"
"1674656620.864","5.15","7.27","7.77","5.47"
"1674656620.924","5.16","7.29","7.76","5.56"
"1674656620.984","5.18","7.32","7.74","5.65"
"1674656621.044","5.19","7.34","7.73","5.74"
"1674656621.104","5.19","7.40","7.75","5.67"
"1674656621.164","5.18","7.46","7.77","5.60"
"1674656621.224","5.17","7.52","7.79","5.53"
"1674656621.284","5.17","7.58","7.82","5.46"
"1674656621.344","5.16","7.55","7.82","5.47"
"1674656621.404","5.15","7.53","7.81","5.47"
"1674656621.464","5.15","7.50","7.81","5.48"
"1674656621.524","5.14","7.48","7.81","5.48"
"1674656621.584","5.15","7.40","7.80","5.55"
"1674656621.644","5.16","7.33","7.79","5.63"
"1674656621.704","5.16","7.25","7.77","5.70"
"1674656621.764","5.17","7.17","7.76","5.77"
"1674656621.824","5.18","7.09","7.75","5.85"
"1674656621.884","5.17","7.14","7.76","5.73"
"1674656621.944","5.15","7.18","7.77","5.60"
"1674656622.004","5.14","7.22","7.77","5.48"
"1674656622.064","5.13","7.27","7.78","5.36"
"1674656622.124","5.14","7.23","7.78","5.41"
"1674656622.184","5.14","7.20","7.78","5.45"
"1674656622.244","5.15","7.17","7.77","5.50"
"1674656622.304","5.16","7.13","7.77","5.54"
"1674656622.364","5.17","7.19","7.75","5.59"
"1674656622.424","5.17","7.24","7.74","5.64"
"1674656622.484","5.18","7.30","7.72","5.69"
"1674656622.544","5.19","7.35","7.70","5.74"
"1674656622.604","5.18","7.36","7.71","5.65"
"1674656622.664","5.17","7.37","7.71","5.57"
"1674656622.724","5.16","7.38","7.72","5.49"
"1674656622.784","5.15","7.40","7.73","5.40"
"1674656622.844","5.14","7.41","7.73","5.32"
"1674656622.904","5.16","7.36","7.73","5.40"
"1674656622.964","5.17","7.31","7.72","5.48"
"1674656623.024","5.18","7.27","7.71","5.55"
"1674656623.084","5.19","7.22","7.71","5.63"
"1674656623.144","5.19","7.28","7.71","5.61"
"1674656623.204","5.18","7.34","7.72","5.58"
"1674656623.264","5.18","7.40","7.72","5.56"
"1674656623.324","5.17","7.47","7.73","5.53"
"1674656623.384","5.17","7.45","7.73","5.50"
"1674656623.444","5.16","7.44","7.74","5.46"
"1674656623.504","5.15","7.43","7.75","5.43"
"1674656623.564","5.15","7.42","7.75","5.40"
"1674656623.624","5.16","7.44","7.75","5.49"
"1674656623.684","5.17","7.46","7.74","5.58"
